Tipo;Ano;Qualis;Autor Principal;Título do Artigo;Periódico/Evento;Aut.Total;Aut.Prof;Aut.Dout;Aut.Mestr;Aut.Grad;Autores - Nomes;PPGC
Conferência;2013;A2;Gabriel Luca Nazar;Accelerated FPGA repair through shifted scrubbing;International Conference on Field-Programmable Logic and Applications;3;2;0;0;0;"Gabriel Luca Nazar; SANTOS, LEONARDO P.; Carro, Luigi";Sim
Conferência;2013;A2;Leonardo Pereira Santos;Accelerated FPGA repair through shifted scrubbing;International Conference on Field-Programmable Logic and Applications;3;2;0;1;0;"NAZAR, GABRIEL L.; Leonardo Pereira Santos; CARRO, LUIGI";Sim
Conferência;2013;-;Daniel Alfonso Gonçalves de Oliveira;Accurate Analytic Models to Estimate Execution Time on GPU Applications;Workshop de Processamento Paralelo e Distribuído (WSPPD 2013);4;2;0;0;0;"Pedro Antônio Madeira de Campos Velho; Daniel Alfonso Gonçalves de Oliveira; Edson Luiz Padoin; Philippe Olivier Alexandre Navaux";Sim
Conferência;2013;-;Sergio Bampi;Adaptive content-based Tile partitioning algorithm for the HEVC standard;2013 Picture Coding Symposium (PCS);4;1;0;0;0;"BLUMENBERG, CAUANE; PALOMINO, DANIEL; Sergio Bampi; Zatt, Bruno";Sim
Conferência;2013;-;Julio Cesar Santos dos Anjos;Adequação da Computação Intensiva em Dados para Ambientes Desktop Grid com uso de MapReduce;WSCAD -CDT - Concurso de Teses e Dissertações;3;2;0;0;0;"Julio Cesar Santos dos Anjos; Cláudio F. R. Geyer; Luciana Bezerra Arantes";Sim
Conferência;2013;B4;Claudio Fernando Resin Geyer;Adequação da Computação Intensiva em Dados para Ambientes Desktop Grid com uso de MapReduce;Simpósio em Sistemas Computacionais;3;1;1;0;0;"Julio C. S. Anjos; Claudio Fernando Resin Geyer; Luciana Bezerra Arantes";Sim
Conferência;2013;A2;Anderson Maciel;AES-risk: An environment for simulation of risk perception;IEEE Virtual Reality Conference;5;2;0;0;0;"JORGE, VITOR; Nedel, Luciana; Anderson Maciel; OLIVEIRA, JACKSON; FARIA, FREDERICO";Sim
Conferência;2013;-;Francieli Zanon Boito;AGIOS: Application-guided I/O Scheduler;Workshop de Processamento Paralelo e Distribuído;4;2;0;0;0;"Francieli Zanon Boito; Rodrigo Kassick; Philippe Olivier Alexandre Navaux; yves denneulin";Sim
Conferência;2013;B1;Francieli Zanon Boito;AGIOS: Application-guided I/O Scheduling for Parallel File Systems;International Conference on Parallel and Distributed Systems;4;2;0;0;0;"Francieli Zanon Boito; Rodrigo Kassick; Philippe Olivier Alexandre Navaux; yves denneulin";Sim
Conferência;2013;B1;Philippe Olivier Alexandre Navaux;AGIOS: Application-Guided I/O Scheduling for Parallel File Systems;International Conference on Parallel and Distributed Systems;4;1;1;0;0;"BOITO, FRANCIELI ZANON; KASSICK, RODRIGO VIROTE; Philippe Olivier Alexandre Navaux; DENNEULIN, YVES";Sim
Conferência;2013;B1;Fernanda Gusmão de Lima Kastensmidt;Algorithm transformation methods to reduce software-only fault tolerance techniques' overhead;IEEE International On-Line Testing Symposium;4;2;1;0;0;"AZAMBUJA, JOSE RODRIGO; BROWN, GUSTAVO; Fernanda Gusmão de Lima Kastensmidt; Luigi Carro";Sim
Conferência;2013;-;Vinícius Neves Possani;ALGORITMO ESTRUTURAL PARA GERAÇÃO DE REDES DE TRANSISTORES EFICIENTES;Encontro de Pós-Graduação UFPEL - ENPOS;3;1;0;0;0;"Vinícius Neves Possani; MARQUES, FELIPE S.; DA ROSA, LEOMAR S.";Sim
Conferência;2013;B1;Ricardo Augusto da Luz Reis;Simultaneous Gate Sizing and Vth Assignment using Lagrangian Relaxation and Delay Sensitivities;IEEE Computer Society Annual Symposium on VLSI;5;1;1;0;0;"Flach, Guilherme; REIMANN, Tiago; Posser, Gracieli; Marcelo de Oliveira Johann; Ricardo Augusto da Luz Reis";Não
Conferência;2013;B5;José Palazzo Moreira de Oliveira;Ambientes Educacionais Ubíquos: explorando a consciência de situação;Simpósio Brasileiro de Computação Ubíqua e Pervasiva;6;2;0;0;0;"Ana Marilza Pernas Fleishmann; Alencar Machado; João Ladislau Lopes; Adenauer Correa Yamin; Cláudio Fernando Resin Geyer; José Palazzo Moreira de Oliveira";Sim
Conferência;2013;B5;Claudio Fernando Resin Geyer;Ambientes Educacionais Ubíquos: explorando a consciência de situação;Simpósio Brasileiro de Computação Ubíqua e Pervasiva;6;2;0;0;0;"Ana Marilza Pernas; Alencar Machado; João Ladislau Barbará Lopes; Adenauer Correa Yamin; Claudio Fernando Resin Geyer; José Palazzo Moreira de Oliveira";Sim
Conferência;2013;A1;Mateus Grellert da Silva;An adaptive workload management scheme for HEVC encoding;IEEE International Conference on Image Processing;6;1;0;0;0;"Mateus Grellert da Silva; SHAFIQUE, MUHAMMAD; KHAN, MUHAMMAD USMAN KARIM; Agostini, Luciano; MATTOS, JULIO C. B.; HENKEL, JORG";Sim
Periódico;2013;B1;Luigi Carro;An Efficient and Experimentally Tuned Software-Based Hardening Strategy for Matrix Multiplication on GPUs;IEEE Transactions on Nuclear Science;4;2;0;0;0;"Paolo Rech; AGUIAR, C.; Cristian Frost; Luigi Carro";Sim
Periódico;2013;B1;Paolo Rech;An Efficient and Experimentally Tuned Software-Based Hardening Strategy for Matrix Multiplication on GPUs;IEEE Transactions on Nuclear Science;4;2;0;0;0;"Paolo Rech; Caroline Aguiar; Frost, C.; Luigi Carro";Sim
Conferência;2013;B1;Dieison Soares Silveira;An energy-efficient hardware design for lossless reference frame compression in video coders;IEEE International Conference on Electronics: Circuits and Systems;6;1;0;0;0;"Dieison Soares Silveira; Guilherme Povala; AMARAL, LIVIA; Bruno Zatt; AGOSTINI, LUCIANO; Marcelo Schiavon Porto";Sim
Conferência;2013;A1;Cláudio Rosito Jung;An Evaluation of stereo matching methods for view interpolation;IEEE International Conference on Image Processing;6;1;0;0;0;"Gustavo Fuhr; Guilherme Pinto Fickel; Lorenzo P. Dal'Aqua; Cláudio Rosito Jung; Tom Malzbender; Ramin Samadani";Sim
Conferência;2013;B4;Carlos Eduardo Pereira;An Integrated Concept for the Model-Driven Engineering of Distributed Automation Architectures on Embedded Systems;Advanced Information Management and Service;4;1;0;0;0;"Lisa Ollinger; Marco A. Wehrmeister; Carlos Eduardo Pereira; Detlef Zühlke";Sim
Periódico;2013;B3;Márcio Dorn;An interval-based algorithm to represent conformational states of experimentally determined polypeptide templates and fast prediction of approximated 3D protein structures;International Journal of Bioinformatics Research and Applications (Print);2;1;0;0;0;"Márcio Dorn; SOUZA, OSMAR NORBERTO DE";Sim
Conferência;2013;B4;Carlos Eduardo Pereira;A Conceptual Model for the Simulation-Based Analysis of the Operational Planning of Spare Parts Supply Chains;Advanced Information Management and Service;5;1;0;0;0;"Enzo Morosini Frazzon; Eduardo Israel; André Albrecht; Bernd Hellingrath; Carlos Eduardo Pereira";Não
Periódico;2013;A1;Alexander Javier Benavides Rojas;An iterated sample construction with path relinking method: Application to switch allocation in electrical distribution networks;Computers & Operations Research;4;2;0;0;0;"Alexander Javier Benavides Rojas; Marcus Rolf Peter Ritt; Buriol, Luciana S.; França, Paulo M.";Sim
Periódico;2013;A1;Marcus Rolf Peter Ritt;An iterated sample construction with path relinking method: Application to switch allocation in electrical distribution networks;Computers & Operations Research;4;2;0;0;0;"Benavides, Alexander J.; Marcus Rolf Peter Ritt; Buriol, Luciana S.; França, Paulo M.";Sim
Conferência;2013;B4;Carlos Eduardo Pereira;A Systematic Approach to Intelligent Maintenance of Production Systems with a Framework for Embedded Implementation;Advanced Information Management and Service;8;1;0;0;0;"Edzel R. Lapira; Behrad Bagheri; Wenyu Zhao; Jay Lee; Renato Ventura Bayan Henriques; Carlos Eduardo Pereira; Leonardo Piccoli; Carlos Solon Soares Guimarães Jr.";Não
Periódico;2013;A1;Luciana Salete Buriol;An iterated sample construction with path relinking method: Application to switch allocation in electrical distribution networks;Computers & Operations Research;4;2;0;0;0;"BENAVIDES, ALEXANDER J.; Ritt, Marcus; Luciana Salete Buriol; FRANÇA, PAULO M.";Sim
Conferência;2013;B4;Carlos Eduardo Pereira;Analisador de Redes Wirelesshart Monocanal;Simpósio Brasileiro de Automação Inteligente;5;1;0;0;0;"Alexandre Lorençato; Jean Michel Winter; Ivan Muller; JOÃO CÉSAR NETTO; Carlos Eduardo Pereira";Sim
Conferência;2013;-;Carlos Francisco Habekost dos Santos;Análise comparativa de trabalhos em Raciocínio Baseado em Casos e Gerenciamento de Processos de negócios;XXXIII Encontro Nacional de Engenharia de Produção;3;0;0;1;0;"Carlos Francisco Habekost dos Santos; Rejane Frozza; Kurt Werner Molz";Sim
Periódico;2013;-;Dante Augusto Couto Barone;Análise da construção dos coneitos de proporcionalidade com a utilização do software geoplano virtual;Ciência e Educação (UNESP. Impresso);4;1;0;0;0;"Leandra Fioreze; Dante Augusto Couto Barone; M Basso; S. M. A. Isaia";Sim
Periódico;2013;C;Daltro José Nunes;ANÁLISE DE DADOS NA PREDIÇÃO DE PROJETOS DE SOFTWARE;CIPPUS - Revista de IniciaÃ§Ã£o CientÃ­fica da UNILASALLE;4;1;0;0;0;"Abraham Lincoln Rabelo de Sousa; Luiz Felipe Teixeira Prestes; Fábio Pittoli; Daltro José Nunes";Sim
Conferência;2013;-;Daniel Alfonso Gonçalves de Oliveira;Análise de desempenho, escalabilidade e eficiência energética de MPSoCs com processadores ARM;Conferencia Latino Americana de Computación de Alto Rendimiento (CLCAR 2013);7;2;0;0;0;"Edson Luiz Padoin; Daniel Alfonso Gonçalves de Oliveira; Pedro Antônio Madeira de Campos Velho; Philippe Olivier Alexandre Navaux; Brice Videau; Augustin Degomme; Jean-Francois Mehaut";Sim
Conferência;2013;-;Alexandra Lackmann Zimpeck;Análise do comportamento do Holding Time em circuitos de tecnologias nanométricas com falhas Stuck-Open;12ª Mostra da Produção Universitária (MPU);3;0;0;1;0;"Cristina Meinhardt; Paulo Butzen; Alexandra Lackmann Zimpeck";Sim
Conferência;2013;-;Leandro Krug Wives;Chuva ácida: um objeto de aprendizagem com estrutura de informação padronizada usando o modelo Umbrello;Conferencia Latinoamericana de Objetos y Tecnologías de Aprendizaje;8;1;0;0;0;"Clevi Elena Rapkiewicz; Maria Cristina Canela; Rogério de Avellar Campos Cordeiro; Núbia dos Santos Rosa Santana dos Santos; Valéria Machado da Costa; Gláucia Gonzaga; Leandro Krug Wives; Renato Martins Barbieri Nunes";Não
Conferência;2013;B4;Carlos Eduardo Pereira;Análise dos Algoritmos de Escalonamento para Redes WirelessHART;Simpósio Brasileiro de Engenharia de Sistemas Computacionais;6;1;0;0;0;"Victor Dickow; Jean Michel Winter; Ivan Muller; Tatiane Machado; Carlos Eduardo Pereira; JOÃO CÉSAR NETTO";Sim
Conferência;2013;-;Carlos Eduardo Pereira;Analysis and design of an embedded system to aid the navigation of the visually impaired;2013 ISSNIP Biosignals and Biorobotics Conference: Biosignals and Robotics for Better and Safer Living (BRC);3;1;0;0;0;"GUIMARAES, CARLOS SOLON S.; BAYAN HENRIQUES, RENATO V.; Carlos Eduardo Pereira";Sim
Periódico;2013;-;Maria Aparecida Azevedo Koike Folgueira;Analysis of clinical and pathological factors related pathologic complete response and local recurrence in patients with locally advanced breast cancer who underwent neoadjuvant chemotherapy;Journal of the Senologic International Society;6;0;0;0;0;"René Aloisio da Costa Vieira; Angelo Gustavo Zucca Mattes; Cristovam Scapulatempo Neto; Ligia Maria Kerr; FOLGUEIRA, M; Maria Aparecida Azevedo Koike Folgueira";Sim
Conferência;2013;B1;Andre Inacio Reis;Analytical logical effort formulation for minimum active area under delay constraints;Symposium on Integrated Circuits and Systems Design;4;2;0;0;0;"ALEGRETTI, CAIO G. P.; DAL BEM, VINICIUS; RIBAS, RENATO P.; Andre Inacio Reis";Sim
Periódico;2013;A2;Luciana Salete Buriol;Analyzing the impact of MOACO components: An algorithmic study on the multi-objective shortest path problem;Expert Systems with Applications;4;1;0;0;0;"BEZERRA, LEONARDO C.T.; GOLDBARG, ELIZABETH F.G.; GOLDBARG, MARCO C.; Luciana Salete Buriol";Sim
Conferência;2013;B3;Paolo Rech;Analyzing the Influence of Voltage Scaling for Single Event Effects in SRAM-based FPGAs;Conference on RADIATION EFFECTS on COMPONENTS and SYSTEMS;10;4;0;0;0;"Jorge Tonfat; Josè Rodrigo Azambuja; Gabriel Nazar; Paolo Rech; Fernanda L. Kastensmidt; Luigi Carro; Ricardo Reis; Juliano Benfica; Fabian Vargas; Eduardo Bezerra";Sim
Conferência;2013;-;Gabriel Luca Nazar;Analyzing the influence of voltage scaling for soft errors in SRAM-based FPGAs;2013 14th European Conference on Radiation and Its Effects on Components and Systems (RADECS);11;5;0;0;0;"TONFAT, JORGE; AZAMBUJA, JOSE RODRIGO; Gabriel Luca Nazar; RECH, PAOLO; FROST, CHRISTOPHER; KASTENSMIDT, FERNANDA LIMA; Carro, Luigi; REIS, RICARDO; BENFICA, JULIANO; VARGAS, FABIAN; BEZERRA, EDUARDO";Sim
Periódico;2013;-;Valter Roesler;Android Based mHealth TeleECG System in Ibiraiaras, Brazil;Global Telemedicine and eHealth Updates: Knowledge Resources;8;1;0;0;0;"Alexandro Bordignon; Valter Roesler; Gessi Teresinha Bônes; Edmilson K. Siqueira; Robert Timm; Patrícia Dias; Gabriel Fetter; Adolfo Sparenberg";Sim
Conferência;2013;-;Antonio Carlos Schneider Beck Filho;AndroProf: A Profiling Tool for the Android Platform;2013 III Brazilian Symposium on Computing Systems Engineering (SBESC);3;2;0;0;0;"Anderson Sartor; Ulisses Brisolara Correa; Antonio Carlos Schneider Beck Filho";Sim
Conferência;2013;B4;Anderson Luiz Sartor;AndroProf: A Profiling Tool for the Android Platform;Simpósio Brasileiro de Engenharia de Sistemas Computacionais;3;1;1;0;0;"Anderson Luiz Sartor; Ulisses Brisolara Correa; Antonio Carlos Schneider Beck Filho";Sim
Conferência;2013;-;Edison Pignaton de Freitas;Antenna Array Based Positioning Scheme for Unmanned Aerial Vehicles;17th International ITG Workshop  on Smart Antennas;8;1;0;0;0;"Marco Marinho; Ronaldo S. Ferreira Junior; João Paulo Carvalho Lustosa da Costa; Edison Pignaton de Freitas; Felix Antreich; Kefei Liu; Hing Cheung So; Ricardo Zelenovsky";Sim
Conferência;2013;B4;Carlos Eduardo Pereira;Aplicação da Aplicabilidade de Algoritmos Clássicos de Roteamento em Redes WirelessHart;Simpósio Brasileiro de Automação Inteligente;6;1;0;0;0;"Victor Dickow; Jean Michel Winter; Tatiane Machado; Gustavo Kunzel; Carlos Eduardo Pereira; JOÃO CÉSAR NETTO";Sim
Conferência;2013;-;Thiago Lopes Trugillo da Silveira;Aplicação de algoritmos de escalonamento de processos como proposta de solução para resolução de conflitos em cruzamentos de múltiplas vias de trânsito;28ª Jornada Acadêmica Integrada da Universidade Federal de Santa Maria;2;0;0;0;0;"Thiago Lopes Trugillo da Silveira; Pasin, Marcia";Sim
Conferência;2013;-;Thiago Lopes Trugillo da Silveira;Aplicação de Algoritmos de Escalonamento de Processos para Gerenciamento de Interseções em VANETs;11ª Escola Regional de Redes de Computadores;2;0;0;0;0;"Thiago Lopes Trugillo da Silveira; Pasin, Marcia";Sim
Periódico;2013;A2;Edson Prestes e Silva Júnior;Applied ontologies and standards for service robots;Robotics and Autonomous Systems;9;1;0;0;0;"Tamas Haidegger; Marcos Ennes Barreto; Paulo GonÃ§alves; Maki Habib; Veera Ragavan; Howard Li; Alberto Vaccarella; Roberta Perrone; Edson Prestes e Silva JÃºnior";Sim
Conferência;2013;-;Edison Pignaton de Freitas;Applying Cooperative MIMO Technique in an Adaptive Routing Mechanism for Wireless Sensor Networks;2013 IEEE Conference on Wireless Sensors (ICWiSe2013);4;1;0;0;0;"Marco Marinho; Edison Pignaton de Freitas; João Paulo C. Lustosa da Costa; Rafael Timóteo de Sousa Jr";Sim
Conferência;2013;B2;Daniel Alfonso Gonçalves de Oliveira;ARM-based cluster: Performance, Scalability and Energy Efficiency;International Symposium on Computer Architecture and High Performance;5;2;0;0;0;"Edson Luiz Padoin; Daniel Alfonso Gonçalves de Oliveira; Pedro Antônio Madeira de Campos Velho; Philippe Olivier Alexandre Navaux; Jean-Francois Mehaut";Sim
Periódico;2013;-;Valter Roesler;Arrhythmia and Ischemia Detection for a Sportsperson Monitoring System;Global Telemedicine and eHealth Updates: Knowledge Resources;2;1;0;0;0;"Guilherme Lazzarotto de Lima; Valter Roesler";Sim
Conferência;2013;-;Diego Bonesso;Árvore Binária SVM Otimizada na Classificação de Imagem Hiperespectral.;Simpósio Brasileiro de Sensoriamento Remoto;2;1;0;0;0;"Vitor Francisco de Araújo Haertel; Diego Bonesso";Sim
Periódico;2013;A1;Carlos Eduardo Pereira;Aspect-Oriented Model-Driven Engineering for Embedded Systems applied to Automation Systems;IEEE Transactions on Industrial Informatics;3;1;1;0;0;"WEHRMEISTER, M.; Carlos Eduardo Pereira; RAMMIG, F.";Sim
Conferência;2013;A1;Luciana Nedel;Assessment of a user centered interface for teleoperation and 3D environments;ACM Symposium on Applied Computing;3;2;0;0;1;"Juliano Franz; Anderson Maciel; Luciana Porcher Nedel";Sim
Conferência;2013;A1;Anderson Maciel;Assessment of a user centered interface for teleoperation and 3D environments;ACM Symposium on Applied Computing;3;2;0;0;1;"FRANZ, JULIANO; Anderson Maciel; Nedel, Luciana";Sim
Periódico;2013;C;Manuel Menezes de Oliveira Neto;Association between Carotid Intima-media Thickness and Retinal Arteriolar and Venular Diameter in Patients with Hypertension: a Cross-Sectional Study;Atherosclerosis (Amsterdam);7;1;0;0;0;"Felipe Soares Torres; Sandra Fuchs; Marcelo Maestri; Flávio Fuchs; Manuel Menezes de Oliveira Neto; Leila Moreira; Miguel Gus";Sim
Periódico;2013;A1;Jacob Scharcanski;Audiovisual Voice Activity Detection Based on Microphone Arrays and Color Information;IEEE Journal of Selected Topics in Signal Processing;4;2;0;0;0;"Vicente Minotto; Carlos Bruno Lopes; Jacob Scharcanski; CLAUDIO JUNG";Sim
Periódico;2013;A1;Cláudio Rosito Jung;Audiovisual Voice Activity Detection Based on Microphone Arrays and Color Information;IEEE Journal of Selected Topics in Signal Processing;5;2;0;0;0;"Vicente Peruffo Minotto; Carlos Bruno Oliveira Lopes; Jacob Scharcanski; ClÃ¡udio Rosito Jung; Bowon Lee";Sim
Conferência;2013;-;Calebe Micael de Oliveira Conceição;Automatic Generation of Co-Processor for Simulation of Quantum Algorithms on FPGA;Simpósio Sul de Microeletrônica;2;2;0;0;0;"Calebe Micael de Oliveira Conceição; Ricardo Augusto da Luz Reis";Sim
Conferência;2013;-;Flávio Rech Wagner;Automatic Translation from UML to Simulik CAAM;WEIT 2013 - II Workshop-Escola em Informática Teórica;6;1;0;0;0;"Andrei Costa; Vinicius Steffens Pazzini; Luciana Foss; Simone André da Costa Cavalheiro; Lisane Brisolara de Brisolara; Flávio Rech Wagner";Sim
Conferência;2013;-;Andrei Costa;Automatic Translation from UML to Simulink CAAM;II Workshop-Escola de Informática Teórica;6;0;0;1;0;"Vinícius Pazzini; Luciana Foss; Simone André Da Costa Cavalheiro; Lisane Brisolara de Brisolara; Flávio Wagner; Andrei Costa";Sim
Conferência;2013;B1;Viviane Pereira Moreira;Automatically Training Form Classifiers;International Conference on Web Information Systems Engineering;4;2;0;0;0;"Moraes, Mauricio C.; Barbosa, Denilson; Viviane Pereira Moreira; Heuser, Carlos A.";Sim
Conferência;2013;B1;Carlos Alberto Heuser;Automatically Training Form Classifiers;International Conference on Web Information Systems Engineering;4;2;0;0;0;"Moraes, Mauricio C.; Carlos Alberto Heuser; Viviane Pereira Moreira; Barbosa, Denilson";Sim
Periódico;2013;C;Liane Margarida Rockenbach Tarouco;Avaliação de Ambiente Virtual de Aprendizagem com o uso do SUS - System Usability Scale;RENOTE. Revista Novas Tecnologias na EducaÃ§Ã£o;2;1;0;0;0;"Rafael Marimon Boucinha; Liane Margarida Rockenbach Tarouco";Sim
Conferência;2013;-;Thiago Lopes Trugillo da Silveira;Avaliação do impacto da ordem da DCT em compressão de imagens do tipo JPEG;28ª Jornada Acadêmica Integrada da Universidade Federal de Santa Maria;3;0;0;0;0;"Otávio Flores Jacobi; Thiago Lopes Trugillo da Silveira; Fábio Mariano Bayer";Sim
Conferência;2013;-;Matheus da Silva Serpa;Avaliando a Performance das Políticas de Escalonamento de OpenMP no Método de Lattice Boltzmann;XII Simpósio de Informática;3;0;0;1;0;"Evaír Borges Severo; Matheus da Silva Serpa; Claudio Schepke";Sim
Conferência;2013;B4;Matheus da Silva Serpa;Avaliando Diferentes Interfaces de Programação Paralela em Simulação de Fluxos de Fluidos;Simpósio em Sistemas Computacionais;3;0;0;1;0;"Matheus da Silva Serpa; Evaír Borges Severo; Claudio Schepke";Sim
Conferência;2013;A2;Anderson Maciel;Awareness of other: Evaluating the impact of proximity cues in collaborative tasks;IEEE Virtual Reality Conference;7;2;0;0;0;"SARMIENTO, WILSON J.; JORGE, VITOR; Anderson Maciel; Nedel, Luciana; COLLAZOS, CESAR A.; OLIVEIRA, JACKSON; FARIA, FREDERICO";Sim
Conferência;2013;A2;Vitor Augusto Machado Jorge;Awareness of other: Evaluating the impact of proximity cues in collaborative tasks;IEEE Virtual Reality Conference;7;3;0;0;0;"SARMIENTO, WILSON J.; Vitor Augusto Machado Jorge; Maciel, Anderson; NEDEL, LUCIANA; COLLAZOS, CESAR A.; OLIVEIRA, JACKSON; Frederico Faria";Sim
Conferência;2013;B1;Sergio Bampi;A resistorless switched bandgap voltage reference with offset cancellation;Symposium on Integrated Circuits and Systems Design;4;1;0;0;0;"KLIMACH, HAMILTON; COSTA, ARTHUR LIRANETO TORRES; MONTEIRO, MOACIR FERNANDES CORTINHAS; Sergio Bampi";Não
Conferência;2013;-;Maria Aparecida Azevedo Koike Folgueira;Baseline staging tests for locally advanced breast cancer;Primary therapy of early breast cancer 13th International conference;6;0;0;0;0;"Viera, Rene Aloísio da Costa; G. F. Garcia; Zucca Matthes, Angelo Gustavo; Uemura, Gilberto; Brentani, M Mitzi; Maria Aparecida Azevedo Koike Folgueira";Sim
